Inv_Inf,Investment|Infrastructure
Pop_Mob_Net_Acc,Population|Mobile Network Access
Pop_Roa_Acc,Population|Road Access
Inv,Investment
Inv_Ene_Sup_Ext_Coa,Investment|Energy Supply|Extraction|Coal
Inv_Ene_Sup_Ext_Gas,Investment|Energy Supply|Extraction|Gas
Inv_Ene_Sup_Ext_Oil,Investment|Energy Supply|Extraction|Oil
Inv_Ene_Sup_Ele_Coa,Investment|Energy Supply|Electricity|Coal
Inv_Ene_Sup_Ele_Coa_w_CCS,Investment|Energy Supply|Electricity|Coal|w/ CCS
Inv_Ene_Sup_Ele_Coa_wo_CCS,Investment|Energy Supply|Electricity|Coal|w/o CCS
Inv_Ene_Sup_Ele_Gas,Investment|Energy Supply|Electricity|Gas
Inv_Ene_Sup_Ele_Gas_w_CCS,Investment|Energy Supply|Electricity|Gas|w/ CCS
Inv_Ene_Sup_Ele_Gas_wo_CCS,Investment|Energy Supply|Electricity|Gas|w/o CCS
Inv_Ene_Sup_Ele_Oil,Investment|Energy Supply|Electricity|Oil
Inv_Ene_Sup_Ele_Oil_w_CCS,Investment|Energy Supply|Electricity|Oil|w/ CCS
Inv_Ene_Sup_Ele_Oil_wo_CCS,Investment|Energy Supply|Electricity|Oil|w/o CCS
Inv_Ene_Sup_Ele_Bio,Investment|Energy Supply|Electricity|Biomass
Inv_Ene_Sup_Ele_Bio_w_CCS,Investment|Energy Supply|Electricity|Biomass|w/ CCS
Inv_Ene_Sup_Ele_Bio_wo_CCS,Investment|Energy Supply|Electricity|Biomass|w/o CCS
Inv_Ene_Sup_Ele_Nuc,Investment|Energy Supply|Electricity|Nuclear
Inv_Ene_Sup_Ele_NonBioRen,Investment|Energy Supply|Electricity|Non-Biomass Renewables
Inv_Ene_Sup_Ele_Hyd,Investment|Energy Supply|Electricity|Hydro
Inv_Ene_Sup_Ele_Solar,Investment|Energy Supply|Electricity|Solar
Inv_Ene_Sup_Ele_Win,Investment|Energy Supply|Electricity|Wind
Inv_Ene_Sup_Ele_Geo,Investment|Energy Supply|Electricity|Geothermal
Inv_Ene_Sup_Ele_Oce,Investment|Energy Supply|Electricity|Ocean
Inv_Ene_Sup_Liq_Oil,Investment|Energy Supply|Liquids|Oil
Inv_Ene_Sup_Liq_Coa_and_Gas,Investment|Energy Supply|Liquids|Coal and Gas
Inv_Ene_Sup_Liq_Bio,Investment|Energy Supply|Liquids|Biomass
Inv_Ene_Eff,Investment|Energy Efficiency
Inv_Ene_Dem_Tra_Pss_Roa_LDV_ICE,Investment|Energy Demand|Transportation|Passenger|Road|LDV|ICE
Inv_Ene_Dem_Tra_Pss_Roa_LDV_EV,Investment|Energy Demand|Transportation|Passenger|Road|LDV|EV
Inv_Ene_Dem_Tra_Pss_Roa_LDV_FCV,Investment|Energy Demand|Transportation|Passenger|Road|LDV|FCV
Inv_Ene_Dem_Tra_Fre_Roa_HDT_ICE,Investment|Energy Demand|Transportation|Freight|Road|HDT|ICE
Inv_Ene_Dem_Tra_Fre_Roa_HDT_EV,Investment|Energy Demand|Transportation|Freight|Road|HDT|EV
Inv_Ene_Dem_Tra_Fre_Roa_HDT_FCV,Investment|Energy Demand|Transportation|Freight|Road|HDT|FCV
Inv_Inf_Tra,Investment|Infrastructure|Transport
Inv_Inf_Res_and_Com_Low_Bui,Investment|Infrastructure|Residential and Commercial|Low-Efficiency Buildings
Inv_Inf_Res_and_Com_Med_Bui,Investment|Infrastructure|Residential and Commercial|Medium-Efficiency Buildings
Inv_Inf_Res_and_Com_Hig_Bui,Investment|Infrastructure|Residential and Commercial|High-Efficiency Buildings
Inv_Inf_Res_and_Com_Bui_Ret,Investment|Infrastructure|Residential and Commercial|Building Retrofits
Inv_Inf_Wat_Coo,Investment|Infrastructure|Water|Cooling
Inv_Inf_Wat_Irr,Investment|Infrastructure|Water|Irrigation
Inv_Inf_Wat_Oth,Investment|Infrastructure|Water|Other
Pol_Cos_Def_for_CAV,Policy Cost|Default for CAV
Dir_Ris_Ass_Los,Direct Risk|Asset Loss
Fis_Gap,Fiscal Gap
Fis_Res,Fiscal Resilience
Ind_Ris_GDP_Gro,Indirect Risk|GDP Growth
Ind_Ris_Pub_Deb,Indirect Risk|Public Debt
Cap_Cos_Ele_Bio_w_CCS,Capital Cost|Electricity|Biomass|w/ CCS
Cap_Cos_Ele_Bio_wo_CCS,Capital Cost|Electricity|Biomass|w/o CCS
Cap_Cos_Ele_Coa_w_CCS,Capital Cost|Electricity|Coal|w/ CCS
Cap_Cos_Ele_Coa_wo_CCS,Capital Cost|Electricity|Coal|w/o CCS
Cap_Cos_Ele_Gas_w_CCS,Capital Cost|Electricity|Gas|w/ CCS
Cap_Cos_Ele_Gas_wo_CCS,Capital Cost|Electricity|Gas|w/o CCS
Cap_Cos_Ele_Geo,Capital Cost|Electricity|Geothermal
Cap_Cos_Ele_Hyd,Capital Cost|Electricity|Hydro
Cap_Cos_Ele_Nuc,Capital Cost|Electricity|Nuclear
Cap_Cos_Ele_SolarCSP,Capital Cost|Electricity|Solar|CSP
Cap_Cos_Ele_SolarPV,Capital Cost|Electricity|Solar|PV
Cap_Cos_Ele_Win_Off,Capital Cost|Electricity|Wind|Offshore
Cap_Cos_Ele_Win_Ons,Capital Cost|Electricity|Wind|Onshore
Cap_Cos_Gas_Bio_w_CCS,Capital Cost|Gases|Biomass|w/ CCS
Cap_Cos_Gas_Bio_wo_CCS,Capital Cost|Gases|Biomass|w/o CCS
Cap_Cos_Gas_Coa_w_CCS,Capital Cost|Gases|Coal|w/ CCS
Cap_Cos_Gas_Coa_wo_CCS,Capital Cost|Gases|Coal|w/o CCS
Cap_Cos_Hyd_Bio_w_CCS,Capital Cost|Hydrogen|Biomass|w/ CCS
Cap_Cos_Hyd_Bio_wo_CCS,Capital Cost|Hydrogen|Biomass|w/o CCS
Cap_Cos_Hyd_Coa_w_CCS,Capital Cost|Hydrogen|Coal|w/ CCS
Cap_Cos_Hyd_Coa_wo_CCS,Capital Cost|Hydrogen|Coal|w/o CCS
Cap_Cos_Hyd_Ele,Capital Cost|Hydrogen|Electricity
Cap_Cos_Hyd_Gas_w_CCS,Capital Cost|Hydrogen|Gas|w/ CCS
Cap_Cos_Hyd_Gas_wo_CCS,Capital Cost|Hydrogen|Gas|w/o CCS
Cap_Cos_Liq_Bio_w_CCS,Capital Cost|Liquids|Biomass|w/ CCS
Cap_Cos_Liq_Bio_wo_CCS,Capital Cost|Liquids|Biomass|w/o CCS
Cap_Cos_Liq_Coa_w_CCS,Capital Cost|Liquids|Coal|w/ CCS
Cap_Cos_Liq_Coa_wo_CCS,Capital Cost|Liquids|Coal|w/o CCS
Cap_Cos_Liq_Gas_w_CCS,Capital Cost|Liquids|Gas|w/ CCS
Cap_Cos_Liq_Gas_wo_CCS,Capital Cost|Liquids|Gas|w/o CCS
Cap_Cos_Liq_Oil,Capital Cost|Liquids|Oil
Eff_Ele_Bio_w_CCS,Efficiency|Electricity|Biomass|w/ CCS
Eff_Ele_Bio_wo_CCS,Efficiency|Electricity|Biomass|w/o CCS
Eff_Ele_Coa_w_CCS,Efficiency|Electricity|Coal|w/ CCS
Eff_Ele_Coa_wo_CCS,Efficiency|Electricity|Coal|w/o CCS
Eff_Ele_Gas_w_CCS,Efficiency|Electricity|Gas|w/ CCS
Eff_Ele_Gas_wo_CCS,Efficiency|Electricity|Gas|w/o CCS
Eff_Gas_Bio_w_CCS,Efficiency|Gases|Biomass|w/ CCS
Eff_Gas_Bio_wo_CCS,Efficiency|Gases|Biomass|w/o CCS
Eff_Gas_Coa_w_CCS,Efficiency|Gases|Coal|w/ CCS
Eff_Gas_Coa_wo_CCS,Efficiency|Gases|Coal|w/o CCS
Eff_Hyd_Bio_w_CCS,Efficiency|Hydrogen|Biomass|w/ CCS
Eff_Hyd_Bio_wo_CCS,Efficiency|Hydrogen|Biomass|w/o CCS
Eff_Hyd_Coa_w_CCS,Efficiency|Hydrogen|Coal|w/ CCS
Eff_Hyd_Coa_wo_CCS,Efficiency|Hydrogen|Coal|w/o CCS
Eff_Hyd_Ele,Efficiency|Hydrogen|Electricity
Eff_Hyd_Gas_w_CCS,Efficiency|Hydrogen|Gas|w/ CCS
Eff_Hyd_Gas_wo_CCS,Efficiency|Hydrogen|Gas|w/o CCS
Eff_Liq_Bio_w_CCS,Efficiency|Liquids|Biomass|w/ CCS
Eff_Liq_Bio_wo_CCS,Efficiency|Liquids|Biomass|w/o CCS
Eff_Liq_Coa_w_CCS,Efficiency|Liquids|Coal|w/ CCS
Eff_Liq_Coa_wo_CCS,Efficiency|Liquids|Coal|w/o CCS
Eff_Liq_Gas_w_CCS,Efficiency|Liquids|Gas|w/ CCS
Eff_Liq_Gas_wo_CCS,Efficiency|Liquids|Gas|w/o CCS
Eff_Liq_Oil,Efficiency|Liquids|Oil
Lif_Ele_Bio_w_CCS,Lifetime|Electricity|Biomass|w/ CCS
Lif_Ele_Bio_wo_CCS,Lifetime|Electricity|Biomass|w/o CCS
Lif_Ele_Coa_w_CCS,Lifetime|Electricity|Coal|w/ CCS
Lif_Ele_Coa_wo_CCS,Lifetime|Electricity|Coal|w/o CCS
Lif_Ele_Gas_w_CCS,Lifetime|Electricity|Gas|w/ CCS
Lif_Ele_Gas_wo_CCS,Lifetime|Electricity|Gas|w/o CCS
Lif_Ele_Hyd,Lifetime|Electricity|Hydro
Lif_Ele_Nuc,Lifetime|Electricity|Nuclear
Lif_Ele_Geo,Lifetime|Electricity|Geothermal
Lif_Ele_SolarCSP,Lifetime|Electricity|Solar|CSP
Lif_Ele_SolarPV,Lifetime|Electricity|Solar|PV
Lif_Ele_Win,Lifetime|Electricity|Wind
Lif_Ele_Win_Off,Lifetime|Electricity|Wind|Offshore
Lif_Ele_Win_Ons,Lifetime|Electricity|Wind|Onshore
Lif_Gas_Bio_w_CCS,Lifetime|Gases|Biomass|w/ CCS
Lif_Gas_Bio_wo_CCS,Lifetime|Gases|Biomass|w/o CCS
Lif_Gas_Coa_w_CCS,Lifetime|Gases|Coal|w/ CCS
Lif_Gas_Coa_wo_CCS,Lifetime|Gases|Coal|w/o CCS
Lif_Hyd_Bio_w_CCS,Lifetime|Hydrogen|Biomass|w/ CCS
Lif_Hyd_Bio_wo_CCS,Lifetime|Hydrogen|Biomass|w/o CCS
Lif_Hyd_Coa_w_CCS,Lifetime|Hydrogen|Coal|w/ CCS
Lif_Hyd_Coa_wo_CCS,Lifetime|Hydrogen|Coal|w/o CCS
Lif_Hyd_Ele,Lifetime|Hydrogen|Electricity
Lif_Hyd_Gas_w_CCS,Lifetime|Hydrogen|Gas|w/ CCS
Lif_Hyd_Gas_wo_CCS,Lifetime|Hydrogen|Gas|w/o CCS
Lif_Liq_Bio_w_CCS,Lifetime|Liquids|Biomass|w/ CCS
Lif_Liq_Bio_wo_CCS,Lifetime|Liquids|Biomass|w/o CCS
Lif_Liq_Coa_w_CCS,Lifetime|Liquids|Coal|w/ CCS
Lif_Liq_Coa_wo_CCS,Lifetime|Liquids|Coal|w/o CCS
Lif_Liq_Gas_w_CCS,Lifetime|Liquids|Gas|w/ CCS
Lif_Liq_Gas_wo_CCS,Lifetime|Liquids|Gas|w/o CCS
Lif_Liq_Oil,Lifetime|Liquids|Oil
OM_Cos_Fix_Ele_Bio_w_CCS,OM Cost|Fixed|Electricity|Biomass|w/ CCS
OM_Cos_Fix_Ele_Bio_wo_CCS,OM Cost|Fixed|Electricity|Biomass|w/o CCS
OM_Cos_Fix_Ele_Coa_w_CCS,OM Cost|Fixed|Electricity|Coal|w/ CCS
OM_Cos_Fix_Ele_Coa_wo_CCS,OM Cost|Fixed|Electricity|Coal|w/o CCS
OM_Cos_Fix_Ele_Gas_w_CCS,OM Cost|Fixed|Electricity|Gas|w/ CCS
OM_Cos_Fix_Ele_Gas_wo_CCS,OM Cost|Fixed|Electricity|Gas|w/o CCS
OM_Cos_Fix_Ele_Hyd,OM Cost|Fixed|Electricity|Hydro
OM_Cos_Fix_Ele_Nuc,OM Cost|Fixed|Electricity|Nuclear
OM_Cos_Fix_Ele_Geo,OM Cost|Fixed|Electricity|Geothermal
OM_Cos_Fix_Ele_SolarCSP,OM Cost|Fixed|Electricity|Solar|CSP
OM_Cos_Fix_Ele_SolarPV,OM Cost|Fixed|Electricity|Solar|PV
OM_Cos_Fix_Ele_Win,OM Cost|Fixed|Electricity|Wind
OM_Cos_Fix_Ele_Win_Off,OM Cost|Fixed|Electricity|Wind|Offshore
OM_Cos_Fix_Ele_Win_Ons,OM Cost|Fixed|Electricity|Wind|Onshore
OM_Cos_Fix_Gas_Bio_w_CCS,OM Cost|Fixed|Gases|Biomass|w/ CCS
OM_Cos_Fix_Gas_Bio_wo_CCS,OM Cost|Fixed|Gases|Biomass|w/o CCS
OM_Cos_Fix_Gas_Coa_w_CCS,OM Cost|Fixed|Gases|Coal|w/ CCS
OM_Cos_Fix_Gas_Coa_wo_CCS,OM Cost|Fixed|Gases|Coal|w/o CCS
OM_Cos_Fix_Hyd_Bio_w_CCS,OM Cost|Fixed|Hydrogen|Biomass|w/ CCS
OM_Cos_Fix_Hyd_Bio_wo_CCS,OM Cost|Fixed|Hydrogen|Biomass|w/o CCS
OM_Cos_Fix_Hyd_Coa_w_CCS,OM Cost|Fixed|Hydrogen|Coal|w/ CCS
OM_Cos_Fix_Hyd_Coa_wo_CCS,OM Cost|Fixed|Hydrogen|Coal|w/o CCS
OM_Cos_Fix_Hyd_Ele,OM Cost|Fixed|Hydrogen|Electricity
OM_Cos_Fix_Hyd_Gas_w_CCS,OM Cost|Fixed|Hydrogen|Gas|w/ CCS
OM_Cos_Fix_Hyd_Gas_wo_CCS,OM Cost|Fixed|Hydrogen|Gas|w/o CCS
OM_Cos_Fix_Liq_Bio_w_CCS,OM Cost|Fixed|Liquids|Biomass|w/ CCS
OM_Cos_Fix_Liq_Bio_wo_CCS,OM Cost|Fixed|Liquids|Biomass|w/o CCS
OM_Cos_Fix_Liq_Coa_w_CCS,OM Cost|Fixed|Liquids|Coal|w/ CCS
OM_Cos_Fix_Liq_Coa_wo_CCS,OM Cost|Fixed|Liquids|Coal|w/o CCS
OM_Cos_Fix_Liq_Gas_w_CCS,OM Cost|Fixed|Liquids|Gas|w/ CCS
OM_Cos_Fix_Liq_Gas_wo_CCS,OM Cost|Fixed|Liquids|Gas|w/o CCS
OM_Cos_Fix_Liq_Oil,OM Cost|Fixed|Liquids|Oil
Exp_Agr,Export|Agriculture
Exp_Ene,Export|Energy
Imp_Agr,Import|Agriculture
Imp_Ene,Import|Energy
Trd,Trade
Exp_Oth,Export|Other
Imp_Oth,Import|Other
Wat_Cns,Water Consumption
Wat_Cns_Ind_Wat,Water Consumption|Industrial Water
Wat_Cns_Mun_Wat,Water Consumption|Municipal Water
Wat_Wit,Water Withdrawal
Wat_Wit_Ind_Wat,Water Withdrawal|Industrial Water
Wat_Wit_Mun_Wat,Water Withdrawal|Municipal Water
Fre_Env_Flo,Freshwater|Environmental Flow
Pop_Dri_Wat_Acc,Population|Drinking Water Access
Pop_San_Acc,Population|Sanitation Acces
Wat_Des,Water Desalination
Wat_Ext_Bra_Wat,Water Extraction|Brackish Water
Wat_Ext_Gro,Water Extraction|Groundwater
Wat_Ext_Sea,Water Extraction|Seawater
Wat_Ext_Sur_Wat,Water Extraction|Surface Water
Wat_Res_Bra_Wat,Water Resource|Brackish Water
Wat_Res_Gro,Water Resource|Groundwater
Wat_Res_Sur_Wat,Water Resource|Surface Water
Wat_Tra,Water Transfer
Wat_Cns_Irr,Water Consumption|Irrigation
Wat_Cns_Liv,Water Consumption|Livestock
Wat_Wit_Liv,Water Withdrawal|Livestock
Imp_Eff_Irr,Improvement|Efficiency|Irrigation
Lan_Cov_Cro_Dou,Land Cover|Cropland|Double-cropped
Lan_Cov_Cro_Rai,Land Cover|Cropland|Rainfed
Lan_Cov_Wat_Eco_Frs,Land Cover|Water Ecosystems|Forests
Lan_Cov_Wat_Eco_Gla,Land Cover|Water Ecosystems|Glaciers
Lan_Cov_Wat_Eco_Lak,Land Cover|Water Ecosystems|Lakes
Lan_Cov_Wat_Eco_Mou,Land Cover|Water Ecosystems|Mountains
Lan_Cov_Wat_Eco_Wet,Land Cover|Water Ecosystems|Wetlands
Wat_Cns_Ele,Water Consumption|Electricity
Wat_Cns_Ele_Bio,Water Consumption|Electricity|Biomass
Wat_Cns_Ele_Bio_w_CCS,Water Consumption|Electricity|Biomass|w/ CCS
Wat_Cns_Ele_Bio_wo_CCS,Water Consumption|Electricity|Biomass|w/o CCS
Wat_Cns_Ele_Coa,Water Consumption|Electricity|Coal
Wat_Cns_Ele_Coa_w_CCS,Water Consumption|Electricity|Coal|w/ CCS
Wat_Cns_Ele_Coa_wo_CCS,Water Consumption|Electricity|Coal|w/o CCS
Wat_Cns_Ele_Coo_Pon,Water Consumption|Electricity|Cooling Pond
Wat_Cns_Ele_Dry_Coo,Water Consumption|Electricity|Dry Cooling
Wat_Cns_Ele_Fos,Water Consumption|Electricity|Fossil
Wat_Cns_Ele_Fos_w_CCS,Water Consumption|Electricity|Fossil|w/ CCS
Wat_Cns_Ele_Fos_wo_CCS,Water Consumption|Electricity|Fossil|w/o CCS
Wat_Cns_Ele_Gas,Water Consumption|Electricity|Gas
Wat_Cns_Ele_Gas_w_CCS,Water Consumption|Electricity|Gas|w/ CCS
Wat_Cns_Ele_Gas_wo_CCS,Water Consumption|Electricity|Gas|w/o CCS
Wat_Cns_Ele_Geo,Water Consumption|Electricity|Geothermal
Wat_Cns_Ele_Hyd,Water Consumption|Electricity|Hydro
Wat_Cns_Ele_NonBioRen,Water Consumption|Electricity|Non-Biomass Renewables
Wat_Cns_Ele_Nuc,Water Consumption|Electricity|Nuclear
Wat_Cns_Ele_Oil,Water Consumption|Electricity|Oil
Wat_Cns_Ele_Oil_w_CCS,Water Consumption|Electricity|Oil|w/ CCS
Wat_Cns_Ele_Oil_wo_CCS,Water Consumption|Electricity|Oil|w/o CCS
Wat_Cns_Ele_Onc_Thr,Water Consumption|Electricity|Once Through
Wat_Cns_Ele_Oth,Water Consumption|Electricity|Other
Wat_Cns_Ele_Sea_Coo,Water Consumption|Electricity|Sea Cooling
Wat_Cns_Ele_Solar,Water Consumption|Electricity|Solar
Wat_Cns_Ele_SolarCSP,Water Consumption|Electricity|Solar|CSP
Wat_Cns_Ele_SolarPV,Water Consumption|Electricity|Solar|PV
Wat_Cns_Ele_Wet_Tow,Water Consumption|Electricity|Wet Tower
Wat_Cns_Ele_Win,Water Consumption|Electricity|Wind
Wat_Cns_Ext,Water Consumption|Extraction
Wat_Cns_Gas,Water Consumption|Gases
Wat_Cns_Heat,Water Consumption|Heat
Wat_Cns_Hyd,Water Consumption|Hydrogen
Wat_Cns_Liq,Water Consumption|Liquids
Wat_Wit_Ele,Water Withdrawal|Electricity
Wat_Wit_Ext,Water Withdrawal|Extraction
Wat_Wit_Gas,Water Withdrawal|Gases
Wat_Wit_Heat,Water Withdrawal|Heat
Wat_Wit_Hyd,Water Withdrawal|Hydrogen
Wat_Wit_Liq,Water Withdrawal|Liquids
Fin_Ene_Com_Wat_Des,Final Energy|Commercial|Water|Desalination
Fin_Ene_Com_Wat_Gro_Ext,Final Energy|Commercial|Water|Groundwater Extraction
Fin_Ene_Com_Wat_Sur_Wat_Ext,Final Energy|Commercial|Water|Surface Water Extraction
Fin_Ene_Com_Wat_Tra,Final Energy|Commercial|Water|Transfer
Wat_Cns_Ext_Coa,Water Consumption|Extraction|Coal
Wat_Cns_Ext_Gas,Water Consumption|Extraction|Gas
Wat_Cns_Ext_Oil,Water Consumption|Extraction|Oil
Wat_Cns_Ext_Ura,Water Consumption|Extraction|Uranium
Wat_Cns_Gas_Bio,Water Consumption|Gases|Biomass
Wat_Cns_Gas_Coa,Water Consumption|Gases|Coal
Wat_Cns_Gas_Nat_Gas,Water Consumption|Gases|Natural Gas
Wat_Cns_Gas_Oth,Water Consumption|Gases|Other
Wat_Cns_HeatBio,Water Consumption|Heat|Biomass
Wat_Cns_HeatCoa,Water Consumption|Heat|Coal
Wat_Cns_HeatGas,Water Consumption|Heat|Gas
Wat_Cns_HeatGeo,Water Consumption|Heat|Geothermal
Wat_Cns_HeatNuc,Water Consumption|Heat|Nuclear
Wat_Cns_HeatOil,Water Consumption|Heat|Oil
Wat_Cns_HeatOth,Water Consumption|Heat|Other
Wat_Cns_HeatSolar,Water Consumption|Heat|Solar
Wat_Cns_Hyd_Bio,Water Consumption|Hydrogen|Biomass
Wat_Cns_Hyd_Bio_w_CCS,Water Consumption|Hydrogen|Biomass|w/ CCS
Wat_Cns_Hyd_Bio_wo_CCS,Water Consumption|Hydrogen|Biomass|w/o CCS
Wat_Cns_Hyd_Coa,Water Consumption|Hydrogen|Coal
Wat_Cns_Hyd_Coa_w_CCS,Water Consumption|Hydrogen|Coal|w/ CCS
Wat_Cns_Hyd_Coa_wo_CCS,Water Consumption|Hydrogen|Coal|w/o CCS
Wat_Cns_Hyd_Ele,Water Consumption|Hydrogen|Electricity
Wat_Cns_Hyd_Fos,Water Consumption|Hydrogen|Fossil
Wat_Cns_Hyd_Fos_w_CCS,Water Consumption|Hydrogen|Fossil|w/ CCS
Wat_Cns_Hyd_Fos_wo_CCS,Water Consumption|Hydrogen|Fossil|w/o CCS
Wat_Cns_Hyd_Gas,Water Consumption|Hydrogen|Gas
Wat_Cns_Hyd_Gas_w_CCS,Water Consumption|Hydrogen|Gas|w/ CCS
Wat_Cns_Hyd_Gas_wo_CCS,Water Consumption|Hydrogen|Gas|w/o CCS
Wat_Cns_Hyd_Oil,Water Consumption|Hydrogen|Oil
Wat_Cns_Hyd_Oth,Water Consumption|Hydrogen|Other
Wat_Cns_Hyd_Solar,Water Consumption|Hydrogen|Solar
Wat_Cns_Liq_Bio,Water Consumption|Liquids|Biomass
Wat_Cns_Liq_Bio_w_CCS,Water Consumption|Liquids|Biomass|w/ CCS
Wat_Cns_Liq_Bio_wo_CCS,Water Consumption|Liquids|Biomass|w/o CCS
Wat_Cns_Liq_Coa,Water Consumption|Liquids|Coal
Wat_Cns_Liq_Coa_w_CCS,Water Consumption|Liquids|Coal|w/ CCS
Wat_Cns_Liq_Coa_wo_CCS,Water Consumption|Liquids|Coal|w/o CCS
Wat_Cns_Liq_Fos,Water Consumption|Liquids|Fossil
Wat_Cns_Liq_Fos_w_CCS,Water Consumption|Liquids|Fossil|w/ CCS
Wat_Cns_Liq_Fos_wo_CCS,Water Consumption|Liquids|Fossil|w/o CCS
Wat_Cns_Liq_Gas,Water Consumption|Liquids|Gas
Wat_Cns_Liq_Gas_w_CCS,Water Consumption|Liquids|Gas|w/ CCS
Wat_Cns_Liq_Gas_wo_CCS,Water Consumption|Liquids|Gas|w/o CCS
Wat_Cns_Liq_Oil,Water Consumption|Liquids|Oil
Wat_The_Pol_Ele_Bio,Water Thermal Pollution|Electricity|Biomass
Wat_The_Pol_Ele_Bio_w_CCS,Water Thermal Pollution|Electricity|Biomass|w/ CCS
Wat_The_Pol_Ele_Bio_wo_CCS,Water Thermal Pollution|Electricity|Biomass|w/o CCS
Wat_The_Pol_Ele_Coa,Water Thermal Pollution|Electricity|Coal
Wat_The_Pol_Ele_Coa_w_CCS,Water Thermal Pollution|Electricity|Coal|w/ CCS
Wat_The_Pol_Ele_Coa_wo_CCS,Water Thermal Pollution|Electricity|Coal|w/o CCS
Wat_The_Pol_Ele_Fos,Water Thermal Pollution|Electricity|Fossil
Wat_The_Pol_Ele_Fos_w_CCS,Water Thermal Pollution|Electricity|Fossil|w/ CCS
Wat_The_Pol_Ele_Fos_wo_CCS,Water Thermal Pollution|Electricity|Fossil|w/o CCS
Wat_The_Pol_Ele_Gas,Water Thermal Pollution|Electricity|Gas
Wat_The_Pol_Ele_Gas_w_CCS,Water Thermal Pollution|Electricity|Gas|w/ CCS
Wat_The_Pol_Ele_Gas_wo_CCS,Water Thermal Pollution|Electricity|Gas|w/o CCS
Wat_The_Pol_Ele_Geo,Water Thermal Pollution|Electricity|Geothermal
Wat_The_Pol_Ele_NonBioRen,Water Thermal Pollution|Electricity|Non-Biomass Renewables
Wat_The_Pol_Ele_Nuc,Water Thermal Pollution|Electricity|Nuclear
Wat_The_Pol_Ele_Oil,Water Thermal Pollution|Electricity|Oil
Wat_The_Pol_Ele_Oil_w_CCS,Water Thermal Pollution|Electricity|Oil|w/ CCS
Wat_The_Pol_Ele_Oil_wo_CCS,Water Thermal Pollution|Electricity|Oil|w/o CCS
Wat_The_Pol_Ele_Onc_Thr,Water Thermal Pollution|Electricity|Once Through
Wat_The_Pol_Ele_Oth,Water Thermal Pollution|Electricity|Other
Wat_The_Pol_Ele_Sea_Coo,Water Thermal Pollution|Electricity|Sea Cooling
Wat_The_Pol_Ele_Solar,Water Thermal Pollution|Electricity|Solar
Wat_The_Pol_Ele_SolarCSP,Water Thermal Pollution|Electricity|Solar|CSP
Wat_Wit_Ele_Bio,Water Withdrawal|Electricity|Biomass
Wat_Wit_Ele_Bio_w_CCS,Water Withdrawal|Electricity|Biomass|w/ CCS
Wat_Wit_Ele_Bio_wo_CCS,Water Withdrawal|Electricity|Biomass|w/o CCS
Wat_Wit_Ele_Coa,Water Withdrawal|Electricity|Coal
Wat_Wit_Ele_Coa_w_CCS,Water Withdrawal|Electricity|Coal|w/ CCS
Wat_Wit_Ele_Coa_wo_CCS,Water Withdrawal|Electricity|Coal|w/o CCS
Wat_Wit_Ele_Coo_Pon,Water Withdrawal|Electricity|Cooling Pond
Wat_Wit_Ele_Dry_Coo,Water Withdrawal|Electricity|Dry Cooling
Wat_Wit_Ele_Fos,Water Withdrawal|Electricity|Fossil
Wat_Wit_Ele_Fos_w_CCS,Water Withdrawal|Electricity|Fossil|w/ CCS
Wat_Wit_Ele_Fos_wo_CCS,Water Withdrawal|Electricity|Fossil|w/o CCS
Wat_Wit_Ele_Gas,Water Withdrawal|Electricity|Gas
Wat_Wit_Ele_Gas_w_CCS,Water Withdrawal|Electricity|Gas|w/ CCS
Wat_Wit_Ele_Gas_wo_CCS,Water Withdrawal|Electricity|Gas|w/o CCS
Wat_Wit_Ele_Geo,Water Withdrawal|Electricity|Geothermal
Wat_Wit_Ele_Hyd,Water Withdrawal|Electricity|Hydro
Wat_Wit_Ele_NonBioRen,Water Withdrawal|Electricity|Non-Biomass Renewables
Wat_Wit_Ele_Nuc,Water Withdrawal|Electricity|Nuclear
Wat_Wit_Ele_Oce,Water Withdrawal|Electricity|Ocean
Wat_Wit_Ele_Oil,Water Withdrawal|Electricity|Oil
Wat_Wit_Ele_Oil_w_CCS,Water Withdrawal|Electricity|Oil|w/ CCS
Wat_Wit_Ele_Oil_wo_CCS,Water Withdrawal|Electricity|Oil|w/o CCS
Wat_Wit_Ele_Onc_Thr,Water Withdrawal|Electricity|Once Through
Wat_Wit_Ele_Oth,Water Withdrawal|Electricity|Other
Wat_Wit_Ele_Sea_Coo,Water Withdrawal|Electricity|Sea Cooling
Wat_Wit_Ele_Solar,Water Withdrawal|Electricity|Solar
Wat_Wit_Ele_SolarCSP,Water Withdrawal|Electricity|Solar|CSP
Wat_Wit_Ele_SolarPV,Water Withdrawal|Electricity|Solar|PV
Wat_Wit_Ele_Wet_Tow,Water Withdrawal|Electricity|Wet Tower
Wat_Wit_Ele_Win,Water Withdrawal|Electricity|Wind
Wat_Wit_Ext_Coa,Water Withdrawal|Extraction|Coal
Wat_Wit_Ext_Gas,Water Withdrawal|Extraction|Gas
Wat_Wit_Ext_Oil,Water Withdrawal|Extraction|Oil
Wat_Wit_Ext_Ura,Water Withdrawal|Extraction|Uranium
Wat_Wit_Gas_Bio,Water Withdrawal|Gases|Biomass
Wat_Wit_Gas_Coa,Water Withdrawal|Gases|Coal
